"report_number","date_reported","date_of_occurrence","time_of_occurrence","city","crime_code","crime_description","victim_age","victim_gender","weapon_used","crime_domain","police_deployed","case_closed","date_case_closed","year_of_occurrence"
24234,2022-10-08 07:00:00,2022-06-10 17:00:00,"20:50:00","Chennai",463,"FIREARM OFFENSE",67,"X","Knife","Fire Accident",8,"Yes",2022-11-04 07:00:00,"2022"
24235,2022-10-09 06:00:00,2022-06-10 18:00:00,"06:03:00","Meerut",477,"TRAFFIC VIOLATION",75,"F","Firearm","Traffic Fatality",10,"No",NA,"2022"
24236,2022-10-07 08:00:00,2022-06-10 19:00:00,"02:14:00","Delhi",306,"FRAUD",53,"M","Blunt Object","Other Crime",17,"Yes",2022-10-31 08:00:00,"2022"
24237,2022-10-09 06:00:00,2022-06-10 20:00:00,"10:23:00","Pune",589,"EXTORTION",23,"F","Knife","Other Crime",19,"No",NA,"2022"
24238,2022-10-09 07:00:00,2022-06-10 21:00:00,"10:07:00","Ludhiana",389,"FRAUD",49,"F","Blunt Object","Other Crime",13,"Yes",2022-10-21 07:00:00,"2022"
24239,2022-10-08 03:00:00,2022-06-10 22:00:00,"18:26:00","Indore",302,"FIREARM OFFENSE",48,"F","Blunt Object","Fire Accident",5,"Yes",2022-10-15 03:00:00,"2022"
24240,2022-10-09 17:00:00,2022-06-10 23:00:00,"20:44:00","Bhopal",119,"DOMESTIC VIOLENCE",26,"M","Blunt Object","Violent Crime",10,"No",NA,"2022"
24241,2022-10-09 20:00:00,2022-07-10,"04:22:00","Bhopal",323,"ROBBERY",37,"M","None","Violent Crime",13,"No",NA,"2022"
24242,2022-10-09 22:00:00,2022-07-10 01:00:00,"20:56:00","Delhi",305,"KIDNAPPING",46,"M","Other","Other Crime",2,"No",NA,"2022"
24243,2022-10-07 04:00:00,2022-07-10 02:00:00,"23:20:00","Chennai",502,"TRAFFIC VIOLATION",48,"M","Blunt Object","Traffic Fatality",15,"Yes",2022-10-31 04:00:00,"2022"
24244,2022-10-08 16:00:00,2022-07-10 03:00:00,"01:08:00","Mumbai",580,"PUBLIC INTOXICATION",52,"M","Knife","Other Crime",1,"Yes",2022-10-22 16:00:00,"2022"
24245,2022-10-07 09:00:00,2022-07-10 04:00:00,"04:24:00","Bangalore",240,"TRAFFIC VIOLATION",50,"F","Firearm","Traffic Fatality",19,"No",NA,"2022"
24246,2022-10-07 12:00:00,2022-07-10 05:00:00,"07:57:00","Hyderabad",103,"BURGLARY",11,"M","Blunt Object","Other Crime",8,"Yes",2023-02-01 12:00:00,"2022"
24247,2022-10-07 15:00:00,2022-07-10 06:00:00,"04:44:00","Delhi",287,"VEHICLE - STOLEN",66,"X","None","Violent Crime",8,"No",NA,"2022"
24248,2022-10-08 02:00:00,2022-07-10 07:00:00,"20:44:00","Agra",487,"VEHICLE - STOLEN",60,"F","Explosives","Violent Crime",6,"No",NA,"2022"
24249,2022-10-07 22:00:00,2022-07-10 08:00:00,"12:46:00","Mumbai",491,"IDENTITY THEFT",50,"X","Knife","Violent Crime",8,"Yes",2022-12-06 22:00:00,"2022"
24250,2022-10-08 23:00:00,2022-07-10 09:00:00,"00:09:00","Ahmedabad",249,"ROBBERY",23,"F","Other","Violent Crime",18,"Yes",2023-02-18 23:00:00,"2022"
24251,2022-10-07 17:00:00,2022-07-10 10:00:00,"16:31:00","Ahmedabad",131,"IDENTITY THEFT",55,"F","Other","Violent Crime",3,"No",NA,"2022"
24252,2022-10-10 01:00:00,2022-07-10 11:00:00,"06:18:00","Thane",136,"SEXUAL ASSAULT",40,"F","None","Violent Crime",15,"Yes",2024-10-04 01:00:00,"2022"
24253,2022-10-08 15:00:00,2022-07-10 12:00:00,"03:45:00","Delhi",560,"BURGLARY",62,"M","Other","Other Crime",1,"Yes",2023-01-15 15:00:00,"2022"
24254,2022-10-08 16:00:00,2022-07-10 13:00:00,"16:31:00","Hyderabad",424,"COUNTERFEITING",37,"F","None","Other Crime",1,"Yes",2022-11-23 16:00:00,"2022"
24255,2022-10-07 19:00:00,2022-07-10 14:00:00,"23:15:00","Nagpur",501,"ROBBERY",25,"X","Other","Violent Crime",1,"No",NA,"2022"
24256,2022-10-08,2022-07-10 15:00:00,"06:41:00","Indore",254,"EXTORTION",76,"F","None","Other Crime",9,"No",NA,"2022"
24257,2022-10-09 10:00:00,2022-07-10 16:00:00,"15:31:00","Agra",101,"ARSON",32,"M","Blunt Object","Fire Accident",4,"Yes",2022-11-02 10:00:00,"2022"
24258,2022-10-08 19:00:00,2022-07-10 17:00:00,"12:01:00","Kolkata",295,"ASSAULT",67,"F","None","Violent Crime",9,"Yes",2022-11-28 19:00:00,"2022"
24259,2022-10-09,2022-07-10 18:00:00,"21:18:00","Kalyan",529,"SHOPLIFTING",74,"X","Knife","Other Crime",16,"Yes",2022-12-17,"2022"
24260,2022-10-09 18:00:00,2022-07-10 19:00:00,"02:50:00","Hyderabad",570,"BURGLARY",74,"X","Other","Other Crime",19,"Yes",2022-11-28 18:00:00,"2022"
24261,2022-10-09 11:00:00,2022-07-10 20:00:00,"13:53:00","Jaipur",265,"COUNTERFEITING",15,"M","Explosives","Other Crime",4,"No",NA,"2022"
24262,2022-10-09,2022-07-10 21:00:00,"16:32:00","Mumbai",521,"ARSON",69,"M","Other","Fire Accident",9,"No",NA,"2022"
24263,2022-10-09 18:00:00,2022-07-10 22:00:00,"17:12:00","Ahmedabad",539,"ILLEGAL POSSESSION",62,"X","Other","Other Crime",11,"No",NA,"2022"
24264,2022-10-10 02:00:00,2022-07-10 23:00:00,"23:57:00","Mumbai",525,"ROBBERY",49,"F","Other","Violent Crime",6,"Yes",2023-03-19 02:00:00,"2022"
24265,2022-10-09 08:00:00,2022-08-10,"06:09:00","Mumbai",575,"FRAUD",61,"F","Other","Other Crime",1,"Yes",2022-12-05 08:00:00,"2022"
24266,2022-10-08 14:00:00,2022-08-10 01:00:00,"17:37:00","Ahmedabad",444,"SHOPLIFTING",68,"X","None","Other Crime",17,"No",NA,"2022"
24267,2022-10-09 23:00:00,2022-08-10 02:00:00,"17:19:00","Mumbai",124,"IDENTITY THEFT",26,"F","Poison","Violent Crime",15,"No",NA,"2022"
24268,2022-10-09 09:00:00,2022-08-10 03:00:00,"04:59:00","Ludhiana",114,"BURGLARY",30,"M","None","Other Crime",4,"No",NA,"2022"
24269,2022-10-09 08:00:00,2022-08-10 04:00:00,"19:19:00","Bangalore",357,"HOMICIDE",59,"M","Poison","Other Crime",4,"Yes",2024-03-12 08:00:00,"2022"
24270,2022-10-08 13:00:00,2022-08-10 05:00:00,"22:37:00","Mumbai",452,"ILLEGAL POSSESSION",63,"X","Poison","Other Crime",10,"No",NA,"2022"
24271,2022-10-09 16:00:00,2022-08-10 06:00:00,"10:52:00","Chennai",550,"IDENTITY THEFT",57,"F","Other","Violent Crime",10,"Yes",2022-11-29 16:00:00,"2022"
24272,2022-10-10 01:00:00,2022-08-10 07:00:00,"16:21:00","Kanpur",378,"VEHICLE - STOLEN",47,"F","Poison","Violent Crime",19,"Yes",2022-12-12 01:00:00,"2022"
24273,2022-10-08 13:00:00,2022-08-10 08:00:00,"12:38:00","Chennai",246,"IDENTITY THEFT",40,"X","Poison","Violent Crime",19,"No",NA,"2022"
24274,2022-10-09 07:00:00,2022-08-10 09:00:00,"07:11:00","Lucknow",353,"TRAFFIC VIOLATION",34,"M","Explosives","Traffic Fatality",5,"Yes",2022-10-19 07:00:00,"2022"
24275,2022-10-08 15:00:00,2022-08-10 10:00:00,"17:12:00","Pune",428,"ROBBERY",78,"X","Explosives","Violent Crime",1,"No",NA,"2022"
24276,2022-10-09 10:00:00,2022-08-10 11:00:00,"14:36:00","Kolkata",598,"TRAFFIC VIOLATION",59,"F","Firearm","Traffic Fatality",2,"No",NA,"2022"
24277,2022-10-09 19:00:00,2022-08-10 12:00:00,"23:18:00","Bangalore",505,"IDENTITY THEFT",29,"F","Other","Violent Crime",16,"No",NA,"2022"
24278,2022-10-10,2022-08-10 13:00:00,"09:50:00","Jaipur",303,"TRAFFIC VIOLATION",13,"M","Poison","Traffic Fatality",16,"Yes",2022-10-26,"2022"
24279,2022-10-11 13:00:00,2022-08-10 14:00:00,"19:15:00","Pune",483,"FIREARM OFFENSE",61,"M","Knife","Fire Accident",14,"Yes",2022-12-13 13:00:00,"2022"
24280,2022-10-10 04:00:00,2022-08-10 15:00:00,"10:37:00","Pune",280,"PUBLIC INTOXICATION",74,"X","Other","Other Crime",4,"Yes",2022-11-08 04:00:00,"2022"
24281,2022-10-10 04:00:00,2022-08-10 16:00:00,"06:02:00","Mumbai",205,"CYBERCRIME",58,"F","Explosives","Other Crime",3,"No",NA,"2022"
24282,2022-10-10 06:00:00,2022-08-10 17:00:00,"03:42:00","Chennai",200,"ROBBERY",22,"F","Firearm","Violent Crime",9,"No",NA,"2022"
24283,2022-10-09 12:00:00,2022-08-10 18:00:00,"06:43:00","Nagpur",573,"ASSAULT",68,"M","Blunt Object","Violent Crime",13,"No",NA,"2022"
24284,2022-10-10 05:00:00,2022-08-10 19:00:00,"13:21:00","Kolkata",168,"SEXUAL ASSAULT",37,"F","Explosives","Violent Crime",18,"No",NA,"2022"
24285,2022-10-09 11:00:00,2022-08-10 20:00:00,"08:52:00","Ahmedabad",519,"ASSAULT",17,"F","Knife","Violent Crime",1,"No",NA,"2022"
24286,2022-10-09 11:00:00,2022-08-10 21:00:00,"16:02:00","Bangalore",536,"EXTORTION",62,"M","Poison","Other Crime",4,"No",NA,"2022"
24287,2022-10-10 16:00:00,2022-08-10 22:00:00,"20:07:00","Kanpur",417,"TRAFFIC VIOLATION",67,"M","Explosives","Traffic Fatality",18,"Yes",2022-10-13 16:00:00,"2022"
24288,2022-10-10 09:00:00,2022-08-10 23:00:00,"11:21:00","Delhi",127,"BURGLARY",45,"F","None","Other Crime",15,"No",NA,"2022"
24289,2022-10-10 09:00:00,2022-09-10,"21:39:00","Hyderabad",333,"VANDALISM",42,"X","Other","Other Crime",17,"Yes",2022-11-09 09:00:00,"2022"
24290,2022-10-10 19:00:00,2022-09-10 01:00:00,"20:26:00","Hyderabad",476,"BURGLARY",11,"X","Poison","Other Crime",13,"Yes",2023-02-19 19:00:00,"2022"
24291,2022-10-09 20:00:00,2022-09-10 02:00:00,"04:20:00","Chennai",184,"EXTORTION",11,"M","Blunt Object","Other Crime",4,"Yes",2023-01-06 20:00:00,"2022"
24292,2022-10-11 13:00:00,2022-09-10 03:00:00,"17:33:00","Pune",141,"IDENTITY THEFT",44,"M","Explosives","Violent Crime",1,"No",NA,"2022"
24293,2022-10-10 07:00:00,2022-09-10 04:00:00,"00:51:00","Kalyan",485,"FRAUD",25,"X","Explosives","Other Crime",19,"No",NA,"2022"
24294,2022-10-11 15:00:00,2022-09-10 05:00:00,"13:29:00","Mumbai",430,"COUNTERFEITING",13,"M","Knife","Other Crime",10,"Yes",2022-12-19 15:00:00,"2022"
24295,2022-10-11 01:00:00,2022-09-10 06:00:00,"21:48:00","Mumbai",147,"SHOPLIFTING",56,"F","None","Other Crime",6,"Yes",2022-12-01 01:00:00,"2022"
24296,2022-10-11 20:00:00,2022-09-10 07:00:00,"07:16:00","Hyderabad",209,"KIDNAPPING",44,"M","Blunt Object","Other Crime",6,"Yes",2022-12-29 20:00:00,"2022"
24297,2022-10-11 10:00:00,2022-09-10 08:00:00,"18:18:00","Surat",339,"ROBBERY",76,"X","None","Violent Crime",9,"Yes",2023-02-18 10:00:00,"2022"
24298,2022-10-11,2022-09-10 09:00:00,"03:42:00","Hyderabad",578,"TRAFFIC VIOLATION",50,"M","Firearm","Traffic Fatality",2,"No",NA,"2022"
24299,2022-10-11 23:00:00,2022-09-10 10:00:00,"02:20:00","Chennai",341,"HOMICIDE",45,"M","Explosives","Other Crime",19,"Yes",2024-04-28 23:00:00,"2022"
24300,2022-10-11 18:00:00,2022-09-10 11:00:00,"11:20:00","Bangalore",530,"COUNTERFEITING",55,"F","None","Other Crime",13,"Yes",2022-12-13 18:00:00,"2022"
24301,2022-10-10 17:00:00,2022-09-10 12:00:00,"07:03:00","Delhi",254,"FIREARM OFFENSE",76,"F","Poison","Fire Accident",18,"No",NA,"2022"
24302,2022-10-09 20:00:00,2022-09-10 13:00:00,"01:19:00","Lucknow",201,"ASSAULT",17,"X","Blunt Object","Violent Crime",4,"Yes",2022-11-11 20:00:00,"2022"
24303,2022-10-11 02:00:00,2022-09-10 14:00:00,"01:28:00","Mumbai",533,"VANDALISM",17,"X","Other","Other Crime",8,"Yes",2022-11-04 02:00:00,"2022"
24304,2022-10-11 01:00:00,2022-09-10 15:00:00,"09:52:00","Delhi",162,"FIREARM OFFENSE",35,"F","Firearm","Fire Accident",13,"Yes",2023-01-02 01:00:00,"2022"
24305,2022-10-12 12:00:00,2022-09-10 16:00:00,"02:00:00","Delhi",331,"EXTORTION",29,"F","Explosives","Other Crime",6,"No",NA,"2022"
24306,2022-10-10 11:00:00,2022-09-10 17:00:00,"01:38:00","Bangalore",104,"ILLEGAL POSSESSION",23,"X","Other","Other Crime",6,"Yes",2022-11-30 11:00:00,"2022"
24307,2022-10-12 09:00:00,2022-09-10 18:00:00,"12:50:00","Ghaziabad",549,"ARSON",44,"X","Blunt Object","Fire Accident",14,"Yes",2022-11-19 09:00:00,"2022"
24308,2022-10-10 14:00:00,2022-09-10 19:00:00,"09:01:00","Pune",340,"ILLEGAL POSSESSION",50,"F","Blunt Object","Other Crime",19,"No",NA,"2022"
24309,2022-10-11 08:00:00,2022-09-10 20:00:00,"22:02:00","Kalyan",321,"SHOPLIFTING",59,"F","Knife","Other Crime",4,"No",NA,"2022"
24310,2022-10-10 06:00:00,2022-09-10 21:00:00,"17:12:00","Hyderabad",379,"FRAUD",55,"F","Blunt Object","Other Crime",19,"No",NA,"2022"
24311,2022-10-10 05:00:00,2022-09-10 22:00:00,"23:15:00","Jaipur",259,"VEHICLE - STOLEN",48,"F","Firearm","Violent Crime",8,"Yes",2022-12-28 05:00:00,"2022"
24312,2022-10-12 12:00:00,2022-09-10 23:00:00,"06:59:00","Hyderabad",545,"ROBBERY",24,"M","Explosives","Violent Crime",9,"Yes",2023-01-22 12:00:00,"2022"
24313,2022-10-11 17:00:00,2022-10-10,"22:36:00","Jaipur",575,"BURGLARY",75,"M","Other","Other Crime",13,"No",NA,"2022"
24314,2022-10-11 16:00:00,2022-10-10 01:00:00,"02:50:00","Mumbai",240,"EXTORTION",56,"M","None","Other Crime",15,"No",NA,"2022"
24315,2022-10-10 18:00:00,2022-10-10 02:00:00,"11:05:00","Nagpur",481,"TRAFFIC VIOLATION",35,"M","Knife","Traffic Fatality",1,"Yes",2022-11-03 18:00:00,"2022"
24316,2022-10-10 05:00:00,2022-10-10 03:00:00,"00:16:00","Delhi",381,"VEHICLE - STOLEN",61,"X","Explosives","Violent Crime",4,"No",NA,"2022"
24317,2022-10-12 10:00:00,2022-10-10 04:00:00,"12:08:00","Delhi",179,"FRAUD",12,"M","Blunt Object","Other Crime",9,"No",NA,"2022"
24318,2022-10-10 16:00:00,2022-10-10 05:00:00,"16:24:00","Lucknow",330,"FRAUD",61,"M","None","Other Crime",2,"No",NA,"2022"
24319,2022-10-10 10:00:00,2022-10-10 06:00:00,"14:19:00","Hyderabad",151,"ASSAULT",63,"M","Explosives","Violent Crime",6,"Yes",2022-11-15 10:00:00,"2022"
24320,2022-10-12 12:00:00,2022-10-10 07:00:00,"18:01:00","Patna",249,"ROBBERY",41,"X","Blunt Object","Violent Crime",8,"No",NA,"2022"
24321,2022-10-11,2022-10-10 08:00:00,"02:12:00","Kalyan",315,"ILLEGAL POSSESSION",22,"X","Firearm","Other Crime",12,"No",NA,"2022"
24322,2022-10-12 08:00:00,2022-10-10 09:00:00,"05:22:00","Patna",436,"FIREARM OFFENSE",42,"F","Knife","Fire Accident",7,"No",NA,"2022"
24323,2022-10-13 09:00:00,2022-10-10 10:00:00,"16:28:00","Delhi",290,"DRUG OFFENSE",79,"M","Firearm","Other Crime",5,"Yes",2022-12-21 09:00:00,"2022"
24324,2022-10-10 14:00:00,2022-10-10 11:00:00,"08:39:00","Delhi",426,"TRAFFIC VIOLATION",78,"F","Firearm","Traffic Fatality",7,"Yes",2022-10-27 14:00:00,"2022"
24325,2022-10-13 08:00:00,2022-10-10 12:00:00,"12:16:00","Kanpur",521,"IDENTITY THEFT",65,"F","Explosives","Violent Crime",15,"Yes",2022-12-11 08:00:00,"2022"
24326,2022-10-10 20:00:00,2022-10-10 13:00:00,"18:49:00","Bangalore",107,"SEXUAL ASSAULT",65,"X","Blunt Object","Violent Crime",18,"No",NA,"2022"
24327,2022-10-11 03:00:00,2022-10-10 14:00:00,"09:53:00","Chennai",380,"SHOPLIFTING",56,"M","Other","Other Crime",11,"No",NA,"2022"
24328,2022-10-12 21:00:00,2022-10-10 15:00:00,"18:38:00","Mumbai",221,"DOMESTIC VIOLENCE",65,"X","Other","Violent Crime",7,"Yes",2022-10-30 21:00:00,"2022"
24329,2022-10-12,2022-10-10 16:00:00,"04:41:00","Surat",214,"IDENTITY THEFT",61,"F","Blunt Object","Violent Crime",16,"No",NA,"2022"
24330,2022-10-12 21:00:00,2022-10-10 17:00:00,"09:10:00","Bangalore",193,"DRUG OFFENSE",57,"F","Firearm","Other Crime",4,"No",NA,"2022"
24331,2022-10-12 15:00:00,2022-10-10 18:00:00,"19:41:00","Bangalore",551,"COUNTERFEITING",53,"X","None","Other Crime",3,"Yes",2022-12-02 15:00:00,"2022"
24332,2022-10-13 18:00:00,2022-10-10 19:00:00,"19:44:00","Nagpur",424,"VANDALISM",41,"X","Firearm","Other Crime",1,"Yes",2022-12-19 18:00:00,"2022"
24333,2022-10-13 18:00:00,2022-10-10 20:00:00,"03:06:00","Surat",116,"ROBBERY",61,"F","Firearm","Violent Crime",16,"Yes",2023-04-04 18:00:00,"2022"
24334,2022-10-13,2022-10-10 21:00:00,"11:19:00","Visakhapatnam",237,"SEXUAL ASSAULT",56,"F","Firearm","Violent Crime",5,"No",NA,"2022"
24335,2022-10-13 12:00:00,2022-10-10 22:00:00,"04:26:00","Delhi",419,"ASSAULT",22,"F","Explosives","Violent Crime",4,"Yes",2022-11-12 12:00:00,"2022"
24336,2022-10-13 17:00:00,2022-10-10 23:00:00,"21:00:00","Agra",521,"VEHICLE - STOLEN",34,"X","Explosives","Violent Crime",16,"Yes",2022-11-01 17:00:00,"2022"
24337,2022-10-13 10:00:00,2022-11-10,"02:02:00","Delhi",413,"VANDALISM",34,"M","Other","Other Crime",19,"No",NA,"2022"
24338,2022-10-12 15:00:00,2022-11-10 01:00:00,"06:59:00","Delhi",180,"ROBBERY",71,"X","Blunt Object","Violent Crime",16,"No",NA,"2022"
24339,2022-10-11 09:00:00,2022-11-10 02:00:00,"11:25:00","Bangalore",371,"FRAUD",39,"M","Other","Other Crime",9,"No",NA,"2022"
24340,2022-10-12 19:00:00,2022-11-10 03:00:00,"02:02:00","Kanpur",564,"KIDNAPPING",37,"X","Poison","Other Crime",4,"No",NA,"2022"
24341,2022-10-11 12:00:00,2022-11-10 04:00:00,"09:34:00","Hyderabad",282,"KIDNAPPING",48,"F","Explosives","Other Crime",9,"No",NA,"2022"
24342,2022-10-12 09:00:00,2022-11-10 05:00:00,"16:26:00","Hyderabad",465,"KIDNAPPING",25,"F","Blunt Object","Other Crime",4,"No",NA,"2022"
24343,2022-10-13 07:00:00,2022-11-10 06:00:00,"15:20:00","Indore",367,"ROBBERY",53,"X","Other","Violent Crime",19,"No",NA,"2022"
24344,2022-10-11 16:00:00,2022-11-10 07:00:00,"14:44:00","Mumbai",550,"HOMICIDE",58,"X","Blunt Object","Other Crime",8,"No",NA,"2022"
24345,2022-10-13 21:00:00,2022-11-10 08:00:00,"06:55:00","Delhi",561,"ROBBERY",72,"M","Knife","Violent Crime",14,"No",NA,"2022"
24346,2022-10-13 09:00:00,2022-11-10 09:00:00,"16:24:00","Bangalore",378,"SEXUAL ASSAULT",69,"M","Other","Violent Crime",9,"No",NA,"2022"
24347,2022-10-13 14:00:00,2022-11-10 10:00:00,"05:58:00","Chennai",252,"BURGLARY",55,"M","None","Other Crime",10,"No",NA,"2022"
24348,2022-10-12 02:00:00,2022-11-10 11:00:00,"19:25:00","Pune",531,"DOMESTIC VIOLENCE",19,"M","Knife","Violent Crime",17,"No",NA,"2022"
24349,2022-10-12 13:00:00,2022-11-10 12:00:00,"20:59:00","Delhi",195,"PUBLIC INTOXICATION",24,"F","Firearm","Other Crime",2,"No",NA,"2022"
24350,2022-10-11 21:00:00,2022-11-10 13:00:00,"11:10:00","Mumbai",292,"ARSON",15,"M","Explosives","Fire Accident",4,"No",NA,"2022"
24351,2022-10-13 22:00:00,2022-11-10 14:00:00,"08:22:00","Delhi",322,"VEHICLE - STOLEN",72,"F","Explosives","Violent Crime",11,"Yes",2022-12-26 22:00:00,"2022"
24352,2022-10-14 08:00:00,2022-11-10 15:00:00,"20:44:00","Nagpur",485,"VANDALISM",78,"X","Explosives","Other Crime",13,"Yes",2022-11-20 08:00:00,"2022"
24353,2022-10-14 06:00:00,2022-11-10 16:00:00,"05:00:00","Ahmedabad",168,"FIREARM OFFENSE",38,"F","Explosives","Fire Accident",11,"Yes",2022-11-17 06:00:00,"2022"
24354,2022-10-14 15:00:00,2022-11-10 17:00:00,"04:40:00","Bangalore",479,"PUBLIC INTOXICATION",41,"F","Explosives","Other Crime",10,"No",NA,"2022"
24355,2022-10-13 21:00:00,2022-11-10 18:00:00,"04:17:00","Hyderabad",140,"SHOPLIFTING",28,"M","Poison","Other Crime",10,"No",NA,"2022"
24356,2022-10-12 15:00:00,2022-11-10 19:00:00,"02:09:00","Nashik",530,"ILLEGAL POSSESSION",67,"F","Knife","Other Crime",15,"No",NA,"2022"
24357,2022-10-13 04:00:00,2022-11-10 20:00:00,"00:20:00","Ludhiana",284,"HOMICIDE",49,"M","Firearm","Other Crime",9,"No",NA,"2022"
24358,2022-10-14 07:00:00,2022-11-10 21:00:00,"11:52:00","Delhi",165,"ARSON",61,"M","Explosives","Fire Accident",8,"Yes",2022-11-30 07:00:00,"2022"
24359,2022-10-13 05:00:00,2022-11-10 22:00:00,"10:26:00","Mumbai",135,"ILLEGAL POSSESSION",30,"X","Knife","Other Crime",8,"Yes",2022-10-22 05:00:00,"2022"
24360,2022-10-12 06:00:00,2022-11-10 23:00:00,"00:05:00","Kalyan",286,"DRUG OFFENSE",20,"F","None","Other Crime",8,"No",NA,"2022"
24361,2022-10-13 18:00:00,2022-12-10,"20:43:00","Srinagar",257,"FRAUD",78,"F","Blunt Object","Other Crime",8,"No",NA,"2022"
24362,2022-10-13 17:00:00,2022-12-10 01:00:00,"22:23:00","Thane",117,"ASSAULT",30,"X","Blunt Object","Violent Crime",2,"No",NA,"2022"
24363,2022-10-13 03:00:00,2022-12-10 02:00:00,"03:01:00","Jaipur",570,"BURGLARY",13,"M","Poison","Other Crime",13,"No",NA,"2022"
24364,2022-10-14 12:00:00,2022-12-10 03:00:00,"22:17:00","Mumbai",264,"SHOPLIFTING",74,"X","Other","Other Crime",9,"Yes",2022-10-24 12:00:00,"2022"
24365,2022-10-12 06:00:00,2022-12-10 04:00:00,"14:20:00","Bangalore",242,"CYBERCRIME",64,"F","Blunt Object","Other Crime",2,"Yes",2022-12-29 06:00:00,"2022"
24366,2022-10-14 15:00:00,2022-12-10 05:00:00,"17:41:00","Ahmedabad",170,"SEXUAL ASSAULT",46,"X","Firearm","Violent Crime",7,"Yes",2024-09-18 15:00:00,"2022"
24367,2022-10-14 07:00:00,2022-12-10 06:00:00,"08:19:00","Delhi",385,"PUBLIC INTOXICATION",57,"M","Poison","Other Crime",16,"Yes",2022-10-16 07:00:00,"2022"
24368,2022-10-13 02:00:00,2022-12-10 07:00:00,"18:49:00","Delhi",367,"ILLEGAL POSSESSION",49,"M","Other","Other Crime",3,"No",NA,"2022"
24369,2022-10-14 19:00:00,2022-12-10 08:00:00,"03:50:00","Chennai",225,"DOMESTIC VIOLENCE",56,"M","Other","Violent Crime",14,"No",NA,"2022"
24370,2022-10-13 06:00:00,2022-12-10 09:00:00,"20:13:00","Kolkata",358,"CYBERCRIME",53,"X","Firearm","Other Crime",15,"Yes",2022-12-01 06:00:00,"2022"
24371,2022-10-13 01:00:00,2022-12-10 10:00:00,"04:32:00","Hyderabad",472,"VANDALISM",63,"F","Firearm","Other Crime",16,"Yes",2022-10-26 01:00:00,"2022"
24372,2022-10-14 22:00:00,2022-12-10 11:00:00,"13:29:00","Meerut",266,"IDENTITY THEFT",55,"X","Explosives","Violent Crime",18,"No",NA,"2022"
24373,2022-10-15 03:00:00,2022-12-10 12:00:00,"23:49:00","Ludhiana",230,"ILLEGAL POSSESSION",79,"F","Firearm","Other Crime",7,"Yes",2022-11-14 03:00:00,"2022"
24374,2022-10-13 16:00:00,2022-12-10 13:00:00,"05:24:00","Ahmedabad",231,"FIREARM OFFENSE",37,"F","Explosives","Fire Accident",12,"No",NA,"2022"
24375,2022-10-12 16:00:00,2022-12-10 14:00:00,"09:12:00","Mumbai",408,"SHOPLIFTING",46,"F","None","Other Crime",14,"No",NA,"2022"
24376,2022-10-15 04:00:00,2022-12-10 15:00:00,"17:29:00","Chennai",407,"ASSAULT",69,"X","Firearm","Violent Crime",15,"Yes",2022-11-19 04:00:00,"2022"
24377,2022-10-15 02:00:00,2022-12-10 16:00:00,"14:33:00","Ahmedabad",325,"KIDNAPPING",49,"X","None","Other Crime",19,"Yes",2022-11-04 02:00:00,"2022"
24378,2022-10-13 15:00:00,2022-12-10 17:00:00,"07:02:00","Ghaziabad",104,"TRAFFIC VIOLATION",44,"M","Knife","Traffic Fatality",4,"Yes",2022-11-11 15:00:00,"2022"
24379,2022-10-15 14:00:00,2022-12-10 18:00:00,"15:21:00","Ahmedabad",391,"HOMICIDE",11,"M","None","Other Crime",8,"Yes",2023-12-17 14:00:00,"2022"
24380,2022-10-14,2022-12-10 19:00:00,"04:39:00","Indore",572,"VANDALISM",57,"M","None","Other Crime",12,"Yes",2022-12-18,"2022"
24381,2022-10-15 04:00:00,2022-12-10 20:00:00,"18:22:00","Kolkata",331,"HOMICIDE",68,"M","None","Other Crime",15,"No",NA,"2022"
24382,2022-10-15 11:00:00,2022-12-10 21:00:00,"10:33:00","Indore",123,"TRAFFIC VIOLATION",73,"X","Poison","Traffic Fatality",18,"Yes",2022-11-10 11:00:00,"2022"
24383,2022-10-13 01:00:00,2022-12-10 22:00:00,"11:35:00","Delhi",358,"VEHICLE - STOLEN",14,"X","Poison","Violent Crime",7,"Yes",2022-12-15 01:00:00,"2022"
24384,2022-10-13 14:00:00,2022-12-10 23:00:00,"16:26:00","Bangalore",159,"COUNTERFEITING",71,"F","Explosives","Other Crime",12,"No",NA,"2022"
24841,2022-11-03 16:00:00,2022-01-11,"10:56:00","Bhopal",187,"PUBLIC INTOXICATION",73,"X","Knife","Other Crime",8,"Yes",2022-11-09 16:00:00,"2022"
24842,2022-11-02 08:00:00,2022-01-11 01:00:00,"14:51:00","Bangalore",142,"CYBERCRIME",46,"M","Poison","Other Crime",16,"Yes",2022-11-23 08:00:00,"2022"
24843,2022-11-03 04:00:00,2022-01-11 02:00:00,"17:13:00","Delhi",185,"IDENTITY THEFT",77,"F","None","Violent Crime",10,"Yes",2023-01-27 04:00:00,"2022"
24844,2022-11-02 13:00:00,2022-01-11 03:00:00,"15:44:00","Bangalore",391,"ILLEGAL POSSESSION",20,"M","Knife","Other Crime",9,"Yes",2022-11-23 13:00:00,"2022"
24845,2022-11-02 11:00:00,2022-01-11 04:00:00,"11:07:00","Mumbai",210,"PUBLIC INTOXICATION",20,"M","Explosives","Other Crime",9,"Yes",2022-11-18 11:00:00,"2022"
